8.3,0.14,0.34,1.10,0.0420,7,47,0.9934,3.47,0.40,10.2,6
7.4,0.25,0.36,2.05,0.0500,31,100,0.9920,3.19,0.44,10.8,6
6.2,0.12,0.34,1.50,0.0450,43,117,0.9939,3.42,0.51,9.0,6
5.8,0.27,0.20,14.95,0.0440,22,179,0.9962,3.37,0.37,10.2,5
7.3,0.28,0.43,1.70,0.0800,21,123,0.9905,3.19,0.42,12.8,5
6.5,0.39,0.23,5.40,0.0510,25,149,0.9934,3.24,0.35,10.0,5
7.0,0.33,0.32,1.20,0.0530,38,138,0.9906,3.13,0.28,11.2,6
7.3,0.24,0.39,17.95,0.0570,45,149,0.9999,3.21,0.36,8.6,5
7.3,0.24,0.39,17.95,0.0570,45,149,0.9999,3.21,0.36,8.6,5
6.7,0.23,0.39,2.50,0.1720,63,158,0.9937,3.11,0.36,9.4,6
6.7,0.24,0.39,2.90,0.1730,63,157,0.9937,3.10,0.34,9.4,6
7.0,0.31,0.26,7.40,0.0690,28,160,0.9954,3.13,0.46,9.8,6
6.6,0.24,0.27,1.40,0.0570,33,152,0.9934,3.22,0.56,9.5,6
6.7,0.23,0.26,1.40,0.0600,33,154,0.9934,3.24,0.56,9.5,6
7.4,0.18,0.31,1.40,0.0580,38,167,0.9931,3.16,0.53,10.0,7
6.2,0.45,0.26,4.40,0.0630,63,206,0.9940,3.27,0.52,9.8,4
6.2,0.46,0.25,4.40,0.0660,62,207,0.9939,3.25,0.52,9.8,5
7.0,0.31,0.26,7.40,0.0690,28,160,0.9954,3.13,0.46,9.8,6
6.9,0.19,0.35,5.00,0.0670,32,150,0.9950,3.36,0.48,9.8,5
7.2,0.19,0.31,1.60,0.0620,31,173,0.9917,3.35,0.44,11.7,6
6.6,0.25,0.29,1.10,0.0680,39,124,0.9914,3.34,0.58,11.0,7
6.2,0.16,0.33,1.10,0.0570,21,82,0.9910,3.32,0.46,10.9,7
6.4,0.18,0.35,1.00,0.0450,39,108,0.9911,3.31,0.35,10.9,6
6.8,0.20,0.59,0.90,0.1470,38,132,0.9930,3.05,0.38,9.1,6
6.9,0.25,0.35,1.30,0.0390,29,191,0.9908,3.13,0.52,11.0,6
7.2,0.21,0.34,11.90,0.0430,37,213,0.9962,3.09,0.50,9.6,6
6.0,0.19,0.26,12.40,0.0480,50,147,0.9972,3.30,0.36,8.9,6
6.6,0.38,0.15,4.60,0.0440,25,78,0.9931,3.11,0.38,10.2,6
7.4,0.20,0.36,1.20,0.0380,44,111,0.9926,3.36,0.34,9.9,6
6.8,0.22,0.24,4.90,0.0920,30,123,0.9951,3.03,0.46,8.6,6
6.0,0.19,0.26,12.40,0.0480,50,147,0.9972,3.30,0.36,8.9,6
7.0,0.47,0.07,1.10,0.0350,17,151,0.9910,3.02,0.34,10.5,5
6.6,0.38,0.15,4.60,0.0440,25,78,0.9931,3.11,0.38,10.2,6
7.2,0.24,0.27,1.40,0.0380,31,122,0.9927,3.15,0.46,10.3,6
6.2,0.35,0.03,1.20,0.0640,29,120,0.9934,3.22,0.54,9.1,5
6.4,0.26,0.24,6.40,0.0400,27,124,0.9903,3.22,0.49,12.6,7
6.7,0.25,0.13,1.20,0.0410,81,174,0.9920,3.14,0.42,9.8,5
6.7,0.23,0.31,2.10,0.0460,30,96,0.9926,3.33,0.64,10.7,8
7.4,0.24,0.29,10.10,0.0500,21,105,0.9962,3.13,0.35,9.5,5
6.2,0.27,0.43,7.80,0.0560,48,244,0.9956,3.10,0.51,9.0,6
6.8,0.30,0.23,4.60,0.0610,51,239,0.9958,3.32,0.60,9.5,5
6.0,0.27,0.28,4.80,0.0630,31,201,0.9964,3.69,0.71,10.0,5
8.6,0.23,0.46,1.00,0.0540,9,72,0.9941,2.95,0.49,9.1,6
6.7,0.23,0.31,2.10,0.0460,30,96,0.9926,3.33,0.64,10.7,8
7.4,0.24,0.29,10.10,0.0500,21,105,0.9962,3.13,0.35,9.5,5
7.1,0.18,0.36,1.40,0.0430,31,87,0.9898,3.26,0.37,12.7,7
7.0,0.32,0.34,1.30,0.0420,20,69,0.9912,3.31,0.65,12.0,7
7.4,0.18,0.30,8.80,0.0640,26,103,0.9961,2.94,0.56,9.3,5
6.7,0.54,0.28,5.40,0.0600,21,105,0.9949,3.27,0.37,9.0,5
6.8,0.22,0.31,1.40,0.0530,34,114,0.9929,3.39,0.77,10.6,6
7.1,0.20,0.34,16.00,0.0500,51,166,0.9985,3.21,0.60,9.2,6
7.1,0.34,0.20,6.10,0.0630,47,164,0.9946,3.17,0.42,10.0,5
7.3,0.22,0.30,8.20,0.0470,42,207,0.9966,3.33,0.46,9.5,6
7.1,0.43,0.61,11.80,0.0450,54,155,0.9974,3.11,0.45,8.7,5
7.1,0.44,0.62,11.80,0.0440,52,152,0.9975,3.12,0.46,8.7,6
7.2,0.39,0.63,11.00,0.0440,55,156,0.9974,3.09,0.44,8.7,6
6.8,0.25,0.31,13.30,0.0500,69,202,0.9972,3.22,0.48,9.7,6
7.1,0.43,0.61,11.80,0.0450,54,155,0.9974,3.11,0.45,8.7,5
7.1,0.44,0.62,11.80,0.0440,52,152,0.9975,3.12,0.46,8.7,6
7.2,0.39,0.63,11.00,0.0440,55,156,0.9974,3.09,0.44,8.7,6
6.1,0.27,0.43,7.50,0.0490,65,243,0.9957,3.12,0.47,9.0,5
6.9,0.24,0.33,1.70,0.0350,47,136,0.9900,3.26,0.40,12.6,7
6.9,0.21,0.33,1.80,0.0340,48,136,0.9899,3.25,0.41,12.6,7
7.5,0.17,0.32,1.70,0.0400,51,148,0.9916,3.21,0.44,11.5,7
7.1,0.26,0.29,12.40,0.0440,62,240,0.9969,3.04,0.42,9.2,6
6.0,0.34,0.66,15.90,0.0460,26,164,0.9979,3.14,0.50,8.8,6
8.6,0.27,0.36,1.20,0.0340,15,80,0.9913,2.95,0.36,11.4,7
9.8,0.36,0.46,10.50,0.0380,4,83,0.9956,2.89,0.30,10.1,4
6.0,0.34,0.66,15.90,0.0460,26,164,0.9979,3.14,0.50,8.8,6
7.4,0.25,0.37,13.50,0.0600,52,192,0.9975,3.00,0.44,9.1,5
7.1,0.12,0.32,9.60,0.0540,64,162,0.9962,3.40,0.41,9.4,5
6.0,0.21,0.24,12.10,0.0500,55,164,0.9970,3.34,0.39,9.4,5
7.5,0.31,0.40,18.90,0.0590,44,170,1.0000,2.99,0.46,9.0,5
7.4,0.25,0.37,13.50,0.0600,52,192,0.9975,3.00,0.44,9.1,5
7.3,0.13,0.32,14.40,0.0510,34,109,0.9974,3.20,0.35,9.2,6
7.1,0.12,0.32,9.60,0.0540,64,162,0.9962,3.40,0.41,9.4,5
7.1,0.23,0.35,16.50,0.0400,60,171,0.9990,3.16,0.59,9.1,6
7.1,0.23,0.35,16.50,0.0400,60,171,0.9990,3.16,0.59,9.1,6
6.9,0.33,0.28,1.30,0.0510,37,187,0.9927,3.27,0.60,10.3,5
6.5,0.17,0.54,8.50,0.0820,64,163,0.9959,2.89,0.39,8.8,6
7.2,0.27,0.46,18.75,0.0520,45,255,1.0000,3.04,0.52,8.9,5
7.2,0.31,0.50,13.30,0.0560,68,195,0.9982,3.01,0.47,9.2,5
6.7,0.41,0.34,9.20,0.0490,29,150,0.9968,3.22,0.51,9.1,5
6.7,0.41,0.34,9.20,0.0490,29,150,0.9968,3.22,0.51,9.1,5
5.5,0.49,0.00,1.50,0.0650,8,103,0.9940,3.63,0.40,9.7,4
6.0,0.31,0.24,3.30,0.0410,25,143,0.9914,3.31,0.44,11.3,6
7.0,0.14,0.40,1.70,0.0350,16,85,0.9911,3.19,0.42,11.8,6
7.2,0.31,0.50,13.30,0.0560,68,195,0.9982,3.01,0.47,9.2,5
7.3,0.32,0.48,13.30,0.0600,57,196,0.9982,3.04,0.50,9.2,5
5.9,0.36,0.04,5.70,0.0460,21,87,0.9934,3.22,0.51,10.2,5
7.8,0.24,0.32,12.20,0.0540,42,138,0.9984,3.01,0.54,8.8,5
7.4,0.16,0.31,6.85,0.0590,31,131,0.9952,3.29,0.34,9.7,5
6.9,0.19,0.28,5.00,0.0580,14,146,0.9952,3.29,0.36,9.1,6
6.4,0.13,0.47,1.60,0.0920,40,158,0.9928,3.21,0.36,9.8,6
6.7,0.19,0.36,1.10,0.0260,63,143,0.9912,3.27,0.48,11.0,6
7.4,0.39,0.23,7.00,0.0330,29,126,0.9940,3.14,0.42,10.5,5
6.5,0.24,0.32,7.60,0.0380,48,203,0.9958,3.45,0.54,9.7,7
6.1,0.30,0.56,2.80,0.0440,47,179,0.9924,3.30,0.57,10.9,7
6.1,0.30,0.56,2.70,0.0460,46,184,0.9924,3.31,0.57,10.9,6
5.7,0.26,0.25,10.40,0.0200,7,57,0.9940,3.39,0.37,10.6,5
6.5,0.24,0.32,7.60,0.0380,48,203,0.9958,3.45,0.54,9.7,7
6.5,0.43,0.40,13.10,0.0380,59,241,0.9979,3.23,0.57,9.0,5
6.6,0.24,0.27,15.80,0.0350,46,188,0.9982,3.24,0.51,9.2,5
6.8,0.27,0.22,8.10,0.0340,55,203,0.9961,3.19,0.52,8.9,5
6.7,0.27,0.31,15.70,0.0360,44,179,0.9979,3.26,0.56,9.6,5
8.2,0.23,0.40,1.20,0.0270,36,121,0.9920,3.12,0.38,10.7,6
7.1,0.37,0.67,10.50,0.0450,49,155,0.9975,3.16,0.44,8.7,5
6.8,0.19,0.36,1.90,0.0350,30,96,0.9917,3.15,0.54,10.8,7
8.1,0.28,0.39,1.90,0.0290,18,79,0.9923,3.23,0.52,11.8,6
6.3,0.31,0.34,2.20,0.0450,20,77,0.9927,3.30,0.43,10.2,5
7.1,0.37,0.67,10.50,0.0450,49,155,0.9975,3.16,0.44,8.7,5
7.9,0.21,0.40,1.20,0.0390,38,107,0.9920,3.21,0.54,10.8,6
8.5,0.21,0.41,4.30,0.0360,24,99,0.9947,3.18,0.53,9.7,6
8.1,0.20,0.40,2.00,0.0370,19,87,0.9921,3.12,0.54,11.2,6
6.3,0.26,0.37,1.10,0.0400,37,114,0.9905,3.00,0.39,10.9,6
5.6,0.16,0.27,1.40,0.0440,53,168,0.9918,3.28,0.37,10.1,6
6.4,0.60,0.14,5.20,0.0580,15,97,0.9951,3.38,0.36,9.0,4
6.3,0.34,0.33,4.60,0.0340,19,80,0.9917,3.38,0.58,12.0,7
6.9,0.25,0.30,4.10,0.0540,23,116,0.9940,2.99,0.38,9.4,6
7.9,0.22,0.38,8.00,0.0430,46,152,0.9934,3.12,0.32,11.5,7
7.6,0.18,0.46,10.20,0.0550,58,135,0.9968,3.14,0.43,9.9,6
6.9,0.25,0.30,4.10,0.0540,23,116,0.9940,2.99,0.38,9.4,6
7.2,0.18,0.41,1.20,0.0480,41,97,0.9919,3.14,0.45,10.4,5
8.2,0.23,0.40,7.50,0.0490,12,76,0.9966,3.06,0.84,9.7,6
7.4,0.24,0.42,14.00,0.0660,48,198,0.9979,2.89,0.42,8.9,6
7.4,0.24,0.42,14.00,0.0660,48,198,0.9979,2.89,0.42,8.9,6
6.1,0.32,0.24,1.50,0.0360,38,124,0.9898,3.29,0.42,12.4,7
5.2,0.44,0.04,1.40,0.0360,43,119,0.9894,3.36,0.33,12.1,8
5.2,0.44,0.04,1.40,0.0360,43,119,0.9894,3.36,0.33,12.1,8
6.1,0.32,0.24,1.50,0.0360,38,124,0.9898,3.29,0.42,12.4,7
6.4,0.22,0.56,14.50,0.0550,27,159,0.9980,2.98,0.40,9.1,5
6.3,0.36,0.30,4.80,0.0490,14,85,0.9932,3.28,0.39,10.6,5
7.4,0.24,0.42,14.00,0.0660,48,198,0.9979,2.89,0.42,8.9,6
6.7,0.24,0.35,13.10,0.0500,64,205,0.9970,3.15,0.50,9.5,5
7.0,0.23,0.36,13.00,0.0510,72,177,0.9972,3.16,0.49,9.8,5
8.4,0.27,0.46,8.70,0.0480,39,197,0.9974,3.14,0.59,9.6,6
6.7,0.46,0.18,2.40,0.0340,25,98,0.9896,3.08,0.44,12.6,7
7.5,0.29,0.31,8.95,0.0550,20,151,0.9968,3.08,0.54,9.3,5
9.8,0.42,0.48,9.85,0.0340,5,110,0.9958,2.87,0.29,10.0,5
7.1,0.30,0.46,1.50,0.0660,29,133,0.9906,3.12,0.54,12.7,6
7.9,0.19,0.45,1.50,0.0450,17,96,0.9917,3.13,0.39,11.0,6
7.6,0.48,0.37,0.80,0.0370,4,100,0.9902,3.03,0.39,11.4,4
6.3,0.22,0.43,4.55,0.0380,31,130,0.9918,3.35,0.33,11.5,7
7.5,0.27,0.31,17.70,0.0510,33,173,0.9990,3.09,0.64,10.2,5
6.9,0.23,0.40,7.50,0.0400,50,151,0.9927,3.11,0.27,11.4,6
7.2,0.32,0.47,5.10,0.0440,19,65,0.9910,3.03,0.41,12.6,4
5.9,0.23,0.30,12.90,0.0540,57,170,0.9972,3.28,0.39,9.4,5
6.0,0.67,0.07,1.20,0.0600,9,108,0.9931,3.11,0.35,8.7,4
6.4,0.25,0.32,5.50,0.0490,41,176,0.9950,3.19,0.68,9.2,6
6.4,0.33,0.31,5.50,0.0480,42,173,0.9951,3.19,0.66,9.3,6
7.1,0.34,0.15,1.20,0.0530,61,183,0.9936,3.09,0.43,9.2,5
6.8,0.28,0.40,22.00,0.0480,48,167,1.0010,2.93,0.50,8.7,5
6.9,0.27,0.40,14.00,0.0500,64,227,0.9979,3.18,0.58,9.6,6
6.8,0.26,0.56,11.90,0.0430,64,226,0.9970,3.02,0.63,9.3,5
6.8,0.29,0.56,11.90,0.0430,66,230,0.9972,3.02,0.63,9.3,5
6.7,0.24,0.41,9.40,0.0400,49,166,0.9954,3.12,0.61,9.9,6
5.9,0.30,0.23,4.20,0.0380,42,119,0.9924,3.15,0.50,11.0,5
6.8,0.53,0.35,3.80,0.0340,26,109,0.9906,3.26,0.57,12.7,8
6.5,0.28,0.28,8.50,0.0470,54,210,0.9962,3.09,0.54,8.9,4
6.6,0.28,0.28,8.50,0.0520,55,211,0.9962,3.09,0.55,8.9,6
6.8,0.28,0.40,22.00,0.0480,48,167,1.0010,2.93,0.50,8.7,5
6.8,0.28,0.36,8.00,0.0450,28,123,0.9928,3.02,0.37,11.4,6
6.6,0.15,0.34,5.10,0.0550,34,125,0.9942,3.36,0.42,9.6,5
6.4,0.29,0.44,3.60,0.2000,75,181,0.9942,3.02,0.41,9.1,5
6.4,0.30,0.45,3.50,0.1970,76,180,0.9942,3.02,0.39,9.1,6
6.4,0.29,0.44,3.60,0.1970,75,183,0.9942,3.01,0.38,9.1,5
6.8,0.26,0.24,7.80,0.0520,54,214,0.9961,3.13,0.47,8.9,5
7.1,0.32,0.24,13.10,0.0500,52,204,0.9980,3.10,0.49,8.8,5
6.8,0.26,0.24,7.80,0.0520,54,214,0.9961,3.13,0.47,8.9,5
6.8,0.27,0.26,16.10,0.0490,55,196,0.9984,3.15,0.50,9.3,5
7.1,0.32,0.24,13.10,0.0500,52,204,0.9980,3.10,0.49,8.8,5
6.9,0.54,0.32,13.20,0.0500,53,236,0.9973,3.20,0.50,9.6,5
6.8,0.26,0.34,13.90,0.0340,39,134,0.9949,3.33,0.53,12.0,6
5.8,0.28,0.35,2.30,0.0530,36,114,0.9924,3.28,0.50,10.2,4
6.4,0.21,0.50,11.60,0.0420,45,153,0.9972,3.15,0.43,8.8,5
7.0,0.16,0.32,8.30,0.0450,38,126,0.9958,3.21,0.34,9.2,5
10.2,0.44,0.88,6.20,0.0490,20,124,0.9968,2.99,0.51,9.9,4
6.8,0.57,0.29,2.20,0.0400,15,77,0.9938,3.32,0.74,10.2,5
6.1,0.40,0.31,0.90,0.0480,23,170,0.9930,3.22,0.77,9.5,6
5.6,0.25,0.25,9.70,0.0320,12,68,0.9940,3.31,0.34,10.5,5
6.8,0.18,0.38,1.40,0.0380,35,111,0.9918,3.32,0.59,11.2,7
7.0,0.16,0.32,8.30,0.0450,38,126,0.9958,3.21,0.34,9.2,5
6.7,0.13,0.29,5.30,0.0510,31,122,0.9944,3.44,0.37,9.7,6
6.2,0.25,0.25,1.40,0.0300,35,105,0.9912,3.30,0.44,11.1,7
5.8,0.26,0.24,9.20,0.0440,55,152,0.9961,3.31,0.38,9.4,5
7.5,0.27,0.36,7.00,0.0360,45,164,0.9939,3.03,0.33,11.0,5
5.8,0.26,0.24,9.20,0.0440,55,152,0.9961,3.31,0.38,9.4,5
5.7,0.28,0.24,17.50,0.0440,60,167,0.9989,3.31,0.44,9.4,5
7.5,0.23,0.36,7.00,0.0360,43,161,0.9938,3.04,0.32,11.0,5
7.5,0.27,0.36,7.00,0.0360,45,164,0.9939,3.03,0.33,11.0,5
7.2,0.69,0.21,9.50,0.0700,33,172,0.9971,3.00,0.55,9.1,6
6.2,0.25,0.25,1.40,0.0300,35,105,0.9912,3.30,0.44,11.1,7
6.5,0.19,0.30,0.80,0.0430,33,144,0.9936,3.42,0.39,9.1,6
6.3,0.50,0.22,1.80,0.0460,31,140,0.9929,3.39,0.54,10.4,6
7.1,0.24,0.41,17.80,0.0460,39,145,0.9998,3.32,0.39,8.7,5
6.4,0.17,0.32,2.40,0.0480,41,200,0.9938,3.50,0.50,9.7,6
7.1,0.25,0.32,10.30,0.0410,66,272,0.9969,3.17,0.52,9.1,6
6.4,0.17,0.32,2.40,0.0480,41,200,0.9938,3.50,0.50,9.7,6
7.1,0.24,0.41,17.80,0.0460,39,145,0.9998,3.32,0.39,8.7,5
6.8,0.64,0.08,9.70,0.0620,26,142,0.9972,3.37,0.46,8.9,4
8.3,0.28,0.40,7.80,0.0410,38,194,0.9976,3.34,0.51,9.6,6
8.2,0.27,0.39,7.80,0.0390,49,208,0.9976,3.31,0.51,9.5,6
7.2,0.23,0.38,14.30,0.0580,55,194,0.9979,3.09,0.44,9.0,6
7.2,0.23,0.38,14.30,0.0580,55,194,0.9979,3.09,0.44,9.0,6
7.2,0.23,0.38,14.30,0.0580,55,194,0.9979,3.09,0.44,9.0,6
7.2,0.23,0.38,14.30,0.0580,55,194,0.9979,3.09,0.44,9.0,6
6.8,0.52,0.32,13.20,0.0440,54,221,0.9972,3.27,0.50,9.6,6
7.0,0.26,0.59,1.40,0.0370,40,120,0.9918,3.34,0.41,11.1,7
6.2,0.25,0.21,15.55,0.0390,28,159,0.9982,3.48,0.64,9.6,6
7.3,0.32,0.23,13.70,0.0500,49,197,0.9985,3.20,0.46,8.7,5
7.7,0.31,0.26,7.80,0.0310,23,90,0.9944,3.13,0.50,10.4,5
7.1,0.21,0.37,2.40,0.0260,23,100,0.9903,3.15,0.38,11.4,7
6.8,0.24,0.34,2.70,0.0470,65,219,0.9934,3.30,0.58,9.7,6
6.9,0.40,0.56,11.20,0.0430,40,142,0.9975,3.14,0.46,8.7,5
6.1,0.18,0.36,2.00,0.0380,20,250,0.9923,3.37,0.79,11.3,6
6.8,0.21,0.27,2.10,0.0300,26,139,0.9900,3.16,0.61,12.6,7
5.8,0.20,0.27,1.40,0.0310,12,77,0.9905,3.25,0.36,10.9,7
5.6,0.19,0.26,1.40,0.0300,12,76,0.9905,3.25,0.37,10.9,7
6.1,0.41,0.14,10.40,0.0370,18,119,0.9960,3.38,0.45,10.0,5
5.9,0.21,0.28,4.60,0.0530,40,199,0.9964,3.72,0.70,10.0,4
8.5,0.26,0.21,16.20,0.0740,41,197,0.9980,3.02,0.50,9.8,3
6.9,0.40,0.56,11.20,0.0430,40,142,0.9975,3.14,0.46,8.7,5
5.8,0.24,0.44,3.50,0.0290,5,109,0.9913,3.53,0.43,11.7,3
5.8,0.24,0.39,1.50,0.0540,37,158,0.9932,3.21,0.52,9.3,6
6.7,0.26,0.39,1.10,0.0400,45,147,0.9935,3.32,0.58,9.6,8
6.3,0.35,0.30,5.70,0.0350,8,97,0.9927,3.27,0.41,11.0,7
6.3,0.35,0.30,5.70,0.0350,8,97,0.9927,3.27,0.41,11.0,7
6.4,0.23,0.39,1.80,0.0320,23,118,0.9912,3.32,0.50,11.8,6
5.8,0.36,0.38,0.90,0.0370,3,75,0.9904,3.28,0.34,11.4,4
6.9,0.12,0.35,5.40,0.0480,36,108,0.9939,3.32,0.42,10.2,6
6.9,0.29,0.40,19.45,0.0430,36,156,0.9996,2.93,0.47,8.9,5
6.9,0.28,0.40,8.20,0.0360,15,95,0.9944,3.17,0.33,10.2,5
7.2,0.29,0.40,13.60,0.0450,66,231,0.9977,3.08,0.59,9.6,6
6.2,0.24,0.35,1.20,0.0380,22,167,0.9912,3.10,0.48,10.6,6
6.9,0.29,0.40,19.45,0.0430,36,156,0.9996,2.93,0.47,8.9,5
6.9,0.32,0.26,8.30,0.0530,32,180,0.9965,3.25,0.51,9.2,6
5.3,0.58,0.07,6.90,0.0430,34,149,0.9944,3.34,0.57,9.7,5
5.3,0.59,0.07,7.10,0.0440,34,145,0.9945,3.34,0.57,9.7,6
5.4,0.59,0.07,7.00,0.0450,36,147,0.9944,3.34,0.57,9.7,6
6.9,0.32,0.26,8.30,0.0530,32,180,0.9965,3.25,0.51,9.2,6
5.2,0.60,0.07,7.00,0.0440,33,147,0.9944,3.33,0.58,9.7,5
5.8,0.25,0.26,13.10,0.0510,44,148,0.9972,3.29,0.38,9.3,5
6.6,0.58,0.30,5.10,0.0570,30,123,0.9949,3.24,0.38,9.0,5
7.0,0.29,0.54,10.70,0.0460,59,234,0.9966,3.05,0.61,9.5,5
6.6,0.19,0.41,8.90,0.0460,51,169,0.9954,3.14,0.57,9.8,6
6.7,0.20,0.41,9.10,0.0440,50,166,0.9954,3.14,0.58,9.8,6
7.7,0.26,0.40,1.10,0.0420,9,60,0.9915,2.89,0.50,10.6,5
6.8,0.32,0.34,1.20,0.0440,14,67,0.9919,3.05,0.47,10.6,4
7.0,0.30,0.49,4.70,0.0360,17,105,0.9916,3.26,0.68,12.4,7
7.0,0.24,0.36,2.80,0.0340,22,112,0.9900,3.19,0.38,12.6,8
6.1,0.31,0.58,5.00,0.0390,36,114,0.9909,3.30,0.60,12.3,8
6.8,0.44,0.37,5.10,0.0470,46,201,0.9938,3.08,0.65,10.5,4
6.7,0.34,0.30,15.60,0.0540,51,196,0.9982,3.19,0.49,9.3,5
7.1,0.35,0.24,15.40,0.0550,46,198,0.9988,3.12,0.49,8.8,5
7.3,0.32,0.25,7.20,0.0560,47,180,0.9961,3.08,0.47,8.8,5
6.5,0.28,0.33,15.70,0.0530,51,190,0.9978,3.22,0.51,9.7,6
7.2,0.23,0.39,14.20,0.0580,49,192,0.9979,2.98,0.48,9.0,7
7.2,0.23,0.39,14.20,0.0580,49,192,0.9979,2.98,0.48,9.0,7
7.2,0.23,0.39,14.20,0.0580,49,192,0.9979,2.98,0.48,9.0,7
7.2,0.23,0.39,14.20,0.0580,49,192,0.9979,2.98,0.48,9.0,7
5.9,0.15,0.31,5.80,0.0410,53,155,0.9945,3.52,0.46,10.5,6
7.4,0.28,0.42,19.80,0.0660,53,195,1.0000,2.96,0.44,9.1,5
6.2,0.28,0.22,7.30,0.0410,26,157,0.9957,3.44,0.64,9.8,7
9.1,0.59,0.38,1.60,0.0660,34,182,0.9968,3.23,0.38,8.5,3
6.3,0.33,0.27,1.20,0.0460,34,175,0.9934,3.37,0.54,9.4,6
8.3,0.39,0.70,10.60,0.0450,33,169,0.9976,3.09,0.57,9.4,5
7.2,0.19,0.46,3.80,0.0410,82,187,0.9932,3.19,0.60,11.2,7
7.5,0.17,0.44,11.30,0.0460,65,146,0.9970,3.17,0.45,10.0,6
6.7,0.17,0.50,2.10,0.0430,27,122,0.9923,3.15,0.45,10.3,6
6.1,0.41,0.00,1.60,0.0630,36,87,0.9914,3.27,0.67,10.8,6
8.3,0.20,0.35,0.90,0.0500,12,74,0.9920,3.13,0.38,10.5,6
6.1,0.41,0.00,1.60,0.0630,36,87,0.9914,3.27,0.67,10.8,6
6.0,0.29,0.21,1.30,0.0550,42,168,0.9914,3.32,0.43,11.1,6
7.3,0.41,0.24,6.80,0.0570,41,163,0.9949,3.20,0.41,9.9,6
7.3,0.41,0.24,6.80,0.0570,41,163,0.9949,3.20,0.41,9.9,6
7.2,0.43,0.24,6.70,0.0580,40,163,0.9950,3.20,0.41,9.9,5
7.3,0.40,0.24,6.70,0.0580,41,166,0.9950,3.20,0.41,9.9,6
6.2,0.33,0.27,4.90,0.0360,30,134,0.9927,3.20,0.42,10.4,7
6.2,0.31,0.26,4.80,0.0370,36,148,0.9928,3.21,0.41,10.4,6
6.1,0.36,0.27,2.10,0.0350,16,100,0.9917,3.40,0.71,11.5,7
5.0,0.55,0.14,8.30,0.0320,35,164,0.9918,3.53,0.51,12.5,8
7.8,0.25,0.41,3.70,0.0420,37,149,0.9954,3.36,0.45,10.0,6
5.7,0.36,0.21,6.70,0.0380,51,166,0.9941,3.29,0.63,10.0,6
5.8,0.34,0.21,6.60,0.0400,50,167,0.9941,3.29,0.62,10.0,5
6.8,0.28,0.60,1.10,0.1320,42,127,0.9934,3.09,0.44,9.1,6
6.8,0.25,0.34,4.70,0.0310,34,134,0.9927,3.21,0.38,10.6,6
6.6,0.24,0.35,7.70,0.0310,36,135,0.9938,3.19,0.37,10.5,5
